"Date","SPY Flow (D)","HYG Flow (D)","LQD Flow (D)","JAAA Flow (D)","BKLN Flow (D)","MCHI Flow (D)","SPY AUM","HYG AUM","LQD AUM","JAAA AUM","BKLN AUM","MCHI AUM"
03-28-2024,-4130.88,-217.11,21.75,32.91,122.40,-134.73,532012.76,16698.68,32623.62,7458.62,7324.70,4822.68
04-01-2024,104.70,-566.45,65.33,0.00,12.67,0.00,531045.98,16005.08,32246.04,7420.35,7347.81,4900.14
04-02-2024,-313.46,30.79,85.93,60.49,2.11,0.00,526904.14,15981.73,32284.39,7482.33,7347.82,4910.00
04-03-2024,3189.80,-176.47,-53.63,52.94,16.91,0.00,530695.71,15822.63,32271.66,7536.76,7365.32,4902.17
04-04-2024,-1453.92,361.00,-161.09,10.09,2.11,0.00,522782.01,16207.63,32173.51,7549.84,7369.60,4878.16
04-05-2024,-564.21,-130.77,-204.45,116.03,-21.15,0.00,528008.04,16055.94,31754.64,7670.44,7348.00,4855.73
04-08-2024,-1089.07,-122.92,-566.47,45.43,21.15,0.00,526730.04,15938.90,31201.07,7717.40,7373.40,4861.25
04-09-2024,466.58,361.20,-470.48,10.10,57.13,0.00,528032.91,16333.35,30897.51,7729.03,7433.53,4895.84
04-10-2024,-7840.54,-1178.22,-376.27,0.00,10.58,0.00,515285.29,15048.65,30098.48,7730.56,7440.64,4883.38
04-11-2024,-385.76,-497.03,-1038.98,47.98,-42.31,0.00,518741.35,14533.71,29003.92,7780.08,7397.28,4917.82
04-12-2024,-1528.63,-15.27,-793.61,27.79,-33.85,0.00,509751.56,14494.82,28247.36,7812.50,7362.46,4776.62
04-15-2024,4392.07,-236.37,603.94,35.38,0.00,-63.16,507974.73,14205.08,28595.53,7850.99,7367.28,4723.58
04-16-2024,-4515.97,37.98,-21.00,22.76,-74.07,-7.91,502424.21,14188.84,28424.84,7875.31,7286.96,4667.59
04-17-2024,-1183.32,287.56,-240.27,37.94,-160.71,-31.33,498343.93,14498.09,28378.48,7914.81,7125.04,4647.06
04-18-2024,1576.99,-53.05,-294.51,20.24,-112.06,0.00,498848.17,14433.68,27991.05,7936.61,7013.12,4684.82
04-19-2024,5520.10,-60.58,167.74,177.10,0.00,0.00,499975.93,14400.64,28202.57,8118.52,7014.88,4672.63
04-22-2024,-1634.18,-37.94,-84.00,5.06,0.00,0.00,502686.20,14415.35,28164.69,8126.79,6972.28,4767.75
04-23-2024,-3621.54,99.00,462.75,65.84,42.04,0.00,505038.59,14577.96,28704.44,8194.25,7020.43,4834.24
04-24-2024,75.83,-382.42,-221.45,75.99,37.87,0.00,505222.42,14175.65,28372.74,8271.88,7061.84,4905.15
04-25-2024,505.61,236.77,-178.58,0.00,6.31,0.00,503424.58,14361.01,28083.93,8273.51,7065.77,4924.21
04-26-2024,-3045.01,-121.77,-41.85,60.82,58.92,0.00,505487.44,14298.29,28154.95,8339.26,7127.39,5019.46
04-29-2024,-1093.16,298.04,-231.12,35.50,61.04,0.00,506020.77,14640.95,28056.28,8376.41,7195.18,5053.53
04-30-2024,2244.37,-229.96,-42.22,10.14,2.11,0.00,500291.77,14365.17,27857.90,8388.21,7199.46,4973.13
05-01-2024,-426.77,-450.82,-10.50,20.29,18.97,0.00,498152.70,13875.04,27865.94,8365.40,7221.31,4990.09
05-02-2024,-1426.04,198.11,210.07,65.61,48.49,0.00,501262.83,14119.02,28215.23,8432.68,7274.27,5244.61
05-03-2024,-2070.22,466.30,316.67,323.07,149.79,0.00,505473.89,14663.71,28716.81,8760.96,7432.48,5280.04
05-06-2024,-460.16,222.88,212.48,189.41,133.06,0.00,510234.01,14912.52,29015.25,8952.14,7575.72,5285.29
05-07-2024,413.26,115.48,-42.62,118.72,152.28,0.00,511357.86,15023.04,29024.40,9074.46,7735.39,5235.35
05-08-2024,-103.46,-76.96,-352.26,73.28,46.57,0.00,511250.36,14909.98,28574.50,9149.55,7784.43,5194.52
05-09-2024,439.69,199.62,-74.47,25.27,23.29,0.00,514391.68,15121.34,28559.51,9180.27,7810.26,5299.35
05-10-2024,-702.02,-115.25,394.44,207.38,23.30,0.00,514613.75,14984.78,28845.71,9393.22,7839.47,5336.32
05-13-2024,4037.38,145.78,-95.59,2.53,21.20,117.18,518532.61,15140.76,28785.32,9397.60,7866.93,5562.55
05-14-2024,755.21,268.73,223.31,20.25,6.36,0.00,521872.09,15415.10,29103.75,9421.57,7873.51,5537.42
05-15-2024,-2276.90,553.01,501.42,20.26,57.29,0.00,525768.63,16038.63,29855.09,9443.69,7934.06,5548.14
05-16-2024,26.48,385.73,0.00,30.39,6.37,0.00,524808.86,16418.25,29798.23,9475.95,7941.50,5676.01
05-17-2024,872.27,115.68,-64.43,98.79,8.49,168.87,526310.55,16522.78,29670.25,9582.30,7950.60,5886.60
05-20-2024,4498.91,277.43,342.88,10.14,19.11,160.63,531338.39,16812.86,29961.51,9594.33,7915.28,6013.13
05-21-2024,2596.08,370.19,-310.20,45.64,25.30,37.58,535279.81,17198.22,29729.45,9641.87,7942.36,5952.63
05-22-2024,-663.93,192.98,-268.12,0.00,63.27,0.00,533177.60,17354.57,29419.85,9645.67,8007.14,5904.05
05-23-2024,-3496.13,-300.41,-888.91,0.00,21.09,0.00,525798.82,17014.37,28416.09,9647.57,8029.53,5799.75
05-24-2024,-525.83,53.79,-373.33,142.10,0.00,0.00,528950.67,17066.52,28098.23,9795.46,8031.50,5789.64
05-28-2024,450.09,-161.37,235.13,0.00,31.65,0.00,529531.60,16897.34,28178.83,9797.39,8069.93,5786.19
05-29-2024,3707.53,-253.46,-425.18,0.00,0.00,0.00,529324.42,16582.84,27592.13,9799.32,8069.81,5707.80
05-30-2024,2865.38,76.52,73.97,0.00,10.56,0.00,529068.72,16682.44,27836.30,9801.25,8081.40,5731.36
05-31-2024,548.81,229.89,265.82,35.57,27.46,0.00,533903.57,16963.91,28237.86,9842.62,8114.19,5627.52
06-03-2024,-1001.12,376.63,331.20,15.25,40.16,0.00,533555.79,17320.46,28667.63,9809.40,8161.25,5666.43
06-04-2024,-2822.40,261.04,-343.07,88.53,44.42,0.00,531556.40,17596.98,28432.99,9897.93,8208.57,5709.52
06-05-2024,-2800.36,184.42,107.62,70.83,14.81,0.00,535012.11,17826.69,28625.77,9970.73,8229.14,5735.57
06-06-2024,-775.20,-200.30,-388.59,30.36,0.00,0.00,534136.43,17626.77,28222.77,10003.07,8231.44,5751.24
06-07-2024,3420.93,-408.31,550.21,88.57,33.89,0.00,537054.02,17160.04,28512.28,10095.62,8264.65,5646.06
06-10-2024,2509.89,76.78,459.70,58.22,19.06,0.00,540995.81,17235.22,28918.08,10155.85,8289.24,5685.55
06-11-2024,-2757.50,-7.68,256.10,22.79,0.00,0.00,539696.23,17249.63,29301.34,10180.65,8291.07,5580.34
06-12-2024,-8294.91,153.74,-182.20,70.91,29.68,0.00,535918.68,17507.44,29297.08,10253.58,8325.01,5604.51
06-13-2024,-2274.09,38.66,-21.57,32.93,6.36,0.00,534897.39,17535.69,29433.70,10288.54,8327.46,5595.54
06-14-2024,-2903.56,-633.73,-173.46,60.80,-33.92,0.00,531911.96,16832.03,29256.32,10355.48,8284.33,5568.36
06-17-2024,-9224.86,38.48,314.35,0.00,-42.35,0.00,526745.37,16875.73,29431.41,10355.48,8239.67,5608.89
06-18-2024,-1230.42,69.29,420.76,45.63,,0.00,526848.98,16996.50,29998.21,10405.21,,5605.87
06-20-2024,1480.25,38.61,-97.57,20.29,-14.82,0.00,527001.90,17011.66,29772.75,10427.55,8224.84,5631.65
06-21-2024,5796.75,-131.10,313.06,30.44,2.12,0.00,530278.92,16890.08,30077.81,10462.11,8224.76,5562.14
06-24-2024,4027.65,-154.32,345.35,10.15,0.00,0.00,532702.04,16767.56,30532.87,10474.33,8172.36,5595.81
06-25-2024,6158.99,108.23,-108.31,25.38,37.85,0.00,540977.94,16869.61,30400.26,10499.71,8210.10,5556.23
06-26-2024,-354.10,-85.00,497.83,20.30,54.68,0.00,541473.82,16755.66,30682.94,10522.08,8263.48,5553.51
06-27-2024,1063.98,200.57,-53.74,17.77,16.82,0.00,543033.81,16968.98,30727.45,10541.93,8285.04,5447.11
06-28-2024,5160.92,-169.84,323.45,73.63,14.73,0.00,546016.88,16805.40,30837.83,10621.83,8304.09,5449.28
07-01-2024,27.20,-231.69,374.77,0.00,0.00,0.00,547519.24,16460.91,30923.63,10565.39,8309.97,5474.80
07-02-2024,-5154.30,7.67,106.08,20.22,12.64,0.00,545740.82,16479.64,31193.40,10585.60,8324.14,5496.22
07-03-2024,-2442.27,92.11,-234.62,30.32,0.00,0.00,546071.92,16603.21,31151.43,10620.13,8325.73,5588.12
07-05-2024,-4881.89,299.92,-118.04,103.65,4.21,0.00,544218.04,16946.43,31237.74,10730.14,8333.96,5514.06
07-08-2024,1775.08,53.97,-486.06,10.12,4.22,0.00,546563.31,17021.52,30781.45,10746.63,8343.44,5468.02
07-09-2024,3720.45,-92.63,21.62,0.00,48.52,0.00,550702.56,16931.98,30733.82,10748.75,8393.78,5529.19
07-10-2024,305.64,131.26,161.81,27.85,33.76,0.00,556694.38,17088.56,30927.71,10778.72,8433.76,5519.69
07-11-2024,3874.00,463.94,388.76,86.09,4.22,0.00,555682.03,17618.31,31501.71,10866.96,8440.60,5617.10
07-12-2024,3144.53,302.69,477.96,101.30,31.68,0.00,561901.68,17953.93,32090.31,10974.75,8477.21,5685.53
07-15-2024,307.79,-15.55,119.90,134.30,10.57,0.00,563854.50,17955.59,32085.86,11109.06,8492.94,5570.66
07-16-2024,-2104.71,62.26,86.87,10.14,35.95,0.00,565337.95,18079.87,32321.74,11121.39,8533.43,5559.77
07-17-2024,6297.96,-132.77,239.99,263.59,6.35,0.00,563689.65,17936.05,32575.84,11387.22,8540.10,5487.96
07-18-2024,2339.35,-577.58,21.83,5.07,10.58,0.00,561608.82,17349.13,32484.52,11394.54,8552.56,5461.36
07-19-2024,5498.75,-218.42,-152.25,50.71,44.45,-67.84,563090.90,17106.01,32205.68,11449.76,8597.31,5363.21
07-22-2024,-987.70,-93.48,97.49,5.07,61.38,-25.30,568184.83,17052.15,32301.56,11459.35,8601.16,5428.37
07-23-2024,-3217.03,23.42,389.96,50.75,52.56,0.00,564086.68,17095.43,32657.75,11510.10,8657.48,5324.56
07-24-2024,5510.27,-140.70,10.82,35.52,0.00,-117.76,556429.51,16922.17,32487.88,11547.90,8653.22,5156.81
07-25-2024,-1325.43,-296.47,742.52,38.07,-10.51,-116.63,552258.79,16641.28,33322.30,11588.25,8641.11,4976.62
07-26-2024,-2825.66,62.47,-194.24,91.39,0.00,-164.52,555555.13,16730.89,33311.86,11693.44,8644.25,4842.05
07-29-2024,2285.72,-140.79,-336.37,27.96,-10.51,-190.37,558300.87,16584.10,33045.57,11730.62,8641.87,4640.96
07-30-2024,-1824.63,172.02,-141.36,0.00,-48.41,-156.90,553724.34,16754.02,32927.57,11730.62,8594.95,4438.17
07-31-2024,-5202.94,-117.27,108.82,0.00,-105.25,-24.52,557214.39,16687.39,33284.21,11730.62,8491.36,4503.50
08-01-2024,3083.15,164.68,32.89,0.00,-298.98,0.00,552653.18,16751.93,33265.96,11672.97,8191.55,4440.11
08-02-2024,298.68,38.98,-864.76,80.99,-490.52,-164.45,542803.62,16726.35,32753.47,11760.93,7681.07,4252.48
08-05-2024,3864.86,7.77,-77.46,5.07,-247.78,0.00,530324.79,16617.70,32528.54,11761.35,7396.25,4233.24
08-06-2024,-3335.60,-516.65,958.34,-243.02,-119.09,-40.70,532444.31,16220.02,33348.50,11520.60,7304.95,4197.71
08-07-2024,-1724.25,-807.89,-153.58,0.00,-96.48,0.00,526637.05,15436.53,33050.09,11520.60,7221.06,4213.01
08-08-2024,-959.19,-210.07,87.38,0.00,-23.11,0.00,537779.39,15246.77,33119.75,11520.60,7199.74,4299.79
08-09-2024,-397.81,0.00,-469.40,10.13,-29.42,0.00,539950.45,15246.18,32806.30,11533.00,7171.17,4282.40
08-12-2024,-53.30,38.95,65.81,20.26,-136.61,0.00,539991.95,15299.77,32940.03,11555.55,7039.92,4318.71
08-13-2024,-1199.35,124.77,-1220.00,0.00,-98.86,0.00,547860.60,15454.11,31913.97,11553.26,6944.87,4348.19
08-14-2024,379.41,218.76,674.55,70.91,-88.39,0.00,550348.28,15701.32,32743.06,11626.47,6859.14,4270.40
08-15-2024,843.36,-39.14,100.00,0.00,-37.90,0.00,560231.18,15686.82,32765.81,11628.77,6825.09,4321.72
08-16-2024,-995.44,376.30,-243.86,0.00,29.49,0.00,560421.98,16088.77,32579.61,11633.35,6845.38,4387.39
08-19-2024,-1219.23,-188.45,-99.94,0.00,-12.62,0.00,564688.41,15939.79,32564.55,11635.65,6789.01,4428.37
08-20-2024,167.89,228.27,-278.33,0.00,0.00,0.00,563752.61,16182.40,32382.15,11640.24,6794.91,4329.31
08-21-2024,-2150.38,244.23,413.15,10.14,-23.01,0.00,564003.21,16444.62,32870.73,11652.68,6776.97,4372.30
08-22-2024,3253.38,-118.31,-134.30,12.68,-29.31,0.00,562209.31,16317.54,32575.32,11667.66,6751.34,4344.94
08-23-2024,-1640.01,362.61,367.52,30.44,0.00,0.00,566997.25,16746.64,33128.27,11705.02,6754.39,4382.76
08-26-2024,1743.17,63.31,-1019.16,17.77,0.00,0.00,566961.99,16817.56,32078.00,11725.10,6760.92,4303.70
08-27-2024,-3979.93,0.00,55.94,20.31,4.20,0.00,563920.98,16815.88,32114.73,11747.73,6787.83,4319.76
08-28-2024,1263.35,39.59,33.55,40.63,-39.99,0.00,561815.29,16846.56,32093.45,11790.68,6749.65,4248.75
08-29-2024,-1200.00,39.56,-111.63,15.24,10.53,0.00,560621.25,16902.48,31937.79,11808.24,6758.95,4288.53
08-30-2024,-2902.37,-118.81,902.95,101.62,,0.00,563409.99,16785.13,32712.35,11919.24,,4321.55
09-03-2024,2960.18,134.66,288.70,0.00,,0.00,554472.79,16802.63,33041.21,11855.95,,4269.60
09-04-2024,-910.80,-306.79,222.35,0.00,4.21,0.00,552696.91,16538.01,33464.77,11858.30,6796.91,4253.45
09-05-2024,-2452.56,-449.53,-626.35,0.00,-48.44,0.00,548605.65,16132.08,32941.63,11858.30,6755.77,4252.60
09-06-2024,1263.84,-332.13,-807.83,111.30,-132.84,-57.80,540466.01,15789.10,32151.75,11976.69,6623.43,4136.51
09-09-2024,2268.41,63.22,-1111.39,0.00,-25.30,0.00,549056.51,15880.84,31127.87,11979.06,6602.87,4142.34
09-10-2024,-2677.31,-134.58,-562.89,40.50,-40.09,0.00,548828.85,15733.94,30645.07,12019.56,6563.31,4118.95
09-11-2024,-7217.23,205.67,-101.59,30.38,-21.10,0.00,547373.09,15939.23,30539.21,12052.32,6542.70,4153.27
09-12-2024,1469.89,110.74,598.14,0.00,6.33,0.00,552952.09,16080.86,31125.13,12054.70,6551.61,4161.10
09-13-2024,-2291.20,340.80,112.81,111.43,42.23,0.00,553718.68,16454.66,31330.82,12173.34,6596.34,4165.84
09-16-2024,1011.48,71.47,497.85,0.00,0.00,0.00,555535.89,16574.27,31985.36,12175.74,6599.21,4186.22
09-17-2024,2025.90,-79.65,-477.56,50.69,10.57,0.00,557720.99,16515.13,31476.76,12228.84,6611.41,4221.54
09-18-2024,-1125.82,-215.31,-363.50,0.00,14.80,0.00,554997.34,16318.52,30994.83,12231.25,6629.21,4204.48
09-19-2024,4434.22,-630.71,-101.84,0.00,12.69,0.00,568931.04,15745.68,30943.89,12233.66,6643.35,4341.26
09-20-2024,4167.02,64.10,147.35,71.01,69.80,0.00,570235.00,15785.80,31046.43,12311.95,6712.13,4339.87
09-23-2024,255.59,64.01,667.79,38.06,86.70,0.00,572097.29,15844.22,31722.11,12352.45,6748.68,4402.10
09-24-2024,9397.95,79.98,-226.42,109.13,60.87,0.00,582957.61,15924.60,31566.46,12464.04,6806.41,4724.69
09-25-2024,3625.88,103.98,-465.21,20.31,-23.08,0.00,585493.42,16019.84,30895.92,12489.26,6783.22,4661.65
09-26-2024,2308.27,71.95,-687.58,10.16,79.73,55.06,590209.59,16091.26,30214.78,12499.42,6862.73,5101.08
09-27-2024,-543.66,7.99,56.37,20.32,8.39,99.24,588941.04,16138.56,30383.25,12527.13,6875.86,5311.87
09-30-2024,-1829.04,168.28,486.58,35.57,4.20,283.84,589650.90,16301.31,30804.14,12562.70,6883.21,5625.56
10-01-2024,3817.41,96.13,-33.88,50.82,18.90,0.00,587950.54,16328.18,30762.36,12546.51,6903.71,5847.25
10-02-2024,-2445.45,39.88,225.78,0.00,42.02,52.96,585619.87,16357.56,30933.73,12551.47,6948.88,6158.43
10-03-2024,-5005.63,-350.75,101.42,384.33,2.10,0.00,579638.54,15997.52,30891.87,12938.36,6953.97,6088.01
10-04-2024,-738.23,-286.81,-426.25,0.00,8.41,0.00,584210.50,15696.53,30252.79,12946.04,6966.51,6248.67
10-07-2024,114.61,-971.08,-623.77,70.85,56.81,44.87,578731.63,14676.66,29517.14,13019.46,7028.28,6487.20
10-08-2024,-3206.88,198.33,-687.99,58.21,0.00,508.80,581100.02,14877.73,28848.71,13080.26,7033.76,6390.42
10-09-2024,1031.56,-357.07,-499.69,30.38,27.39,0.00,586286.18,14521.67,28285.89,13113.23,7068.52,6251.22
10-10-2024,-1644.95,-23.81,-121.87,48.11,71.72,247.98,583518.58,14486.41,28163.81,13163.93,7144.75,6574.01
10-11-2024,1238.55,-79.29,620.45,164.61,69.65,0.00,588294.49,14423.98,28765.89,13333.81,7217.61,6594.99
10-14-2024,5158.03,0.00,0.00,0.00,0.00,0.00,598022.03,14431.89,28776.72,13336.44,7222.26,6512.23
10-15-2024,7387.80,262.11,-365.52,0.00,107.76,0.00,600854.86,14711.72,28562.20,13339.07,7333.31,6179.99
10-16-2024,-4231.24,127.24,66.81,65.90,27.48,0.00,599420.02,14864.43,28685.83,13407.61,7364.04,6249.63
10-17-2024,291.17,-422.19,357.04,103.94,33.84,0.00,599613.19,14425.28,28858.84,13514.22,7394.27,6100.21
10-18-2024,-1077.15,63.65,-310.43,50.71,19.02,0.00,600940.86,14500.24,28518.49,13572.95,7427.41,6358.32
10-21-2024,643.04,39.81,-55.38,27.91,50.83,0.00,600509.72,14510.16,28167.25,13598.18,7424.77,6265.33
10-22-2024,379.30,-611.87,-569.92,38.05,12.62,0.00,600605.05,13878.40,27591.29,13641.60,7438.77,6337.45
10-23-2024,4928.58,-119.03,613.63,45.67,60.99,0.00,599980.32,13721.18,28108.23,13687.27,7500.06,6316.29
10-24-2024,-953.56,-71.22,-32.76,101.50,0.00,0.00,600309.81,13678.99,28153.04,13791.49,7500.16,6261.85
10-25-2024,-3156.38,142.74,-142.35,40.61,16.83,0.00,596974.89,13820.40,27958.33,13840.27,7519.40,6289.35
10-28-2024,-260.54,-626.40,808.80,33.01,63.12,0.00,598301.33,13208.57,28733.78,13878.75,7575.62,6358.69
10-29-2024,-1015.91,31.75,-43.67,30.49,29.43,0.00,598247.18,13236.88,28726.56,13909.24,7617.04,6322.43
10-30-2024,203.51,1007.84,513.76,0.00,0.00,0.00,596479.04,14248.60,29232.88,13911.98,7616.45,6231.97
10-31-2024,2926.67,-79.38,0.00,0.00,-21.05,0.00,588304.35,14141.54,29178.82,13914.71,7590.89,6189.67
11-01-2024,796.33,-237.67,-534.49,50.83,-4.21,0.00,591529.50,13847.28,28359.09,13905.10,7587.91,6240.36
11-04-2024,228.46,-291.94,-291.58,149.30,0.00,0.00,590123.00,13566.56,28276.86,14057.17,7589.83,6286.40
11-05-2024,2335.24,797.57,-141.44,159.45,4.21,0.00,599722.82,14361.04,28237.23,14219.44,7593.70,6434.91
11-06-2024,4525.96,631.60,371.26,50.63,338.85,-40.92,619518.75,15009.70,28335.46,14272.88,7945.19,6248.41
11-07-2024,1684.71,584.90,-302.82,50.64,134.91,-229.94,625828.14,15653.64,28347.80,14334.84,8088.41,6277.62
11-08-2024,3692.26,103.14,-98.43,81.09,97.07,0.00,632012.46,15797.50,28365.65,14424.46,8192.71,5988.12
11-11-2024,1674.08,0.00,0.00,45.64,0.00,0.00,634298.24,15807.69,28344.01,14472.95,8197.69,5997.35
11-12-2024,-2423.77,-644.72,296.28,0.00,131.03,-49.81,630084.52,15112.46,28360.86,14475.81,8333.29,5752.19
11-13-2024,3222.54,-111.06,-315.12,116.68,107.84,-19.27,633480.24,15005.99,27942.06,14603.99,8443.73,5720.16
11-14-2024,417.85,-39.68,75.78,50.77,93.07,-86.52,630140.78,14967.11,27994.19,14657.65,8539.09,5583.57
11-15-2024,5548.20,-388.86,432.68,71.09,48.66,0.00,627387.71,14530.96,28401.30,14731.64,8589.12,5567.64
11-18-2024,-4626.57,221.48,259.37,101.58,162.94,-47.51,625291.03,14774.70,28764.10,14839.06,8700.89,5596.30
11-19-2024,-6115.42,213.90,227.77,152.43,134.64,0.00,621633.34,15012.17,29033.97,14991.49,8839.92,5567.01
11-20-2024,-236.14,87.28,-195.51,60.97,75.77,0.00,621428.54,15094.90,28754.82,15070.24,8917.05,5590.20
11-21-2024,-4545.96,39.66,693.15,30.52,75.78,0.00,620263.28,15153.85,29442.75,15103.73,8999.34,5545.58
11-22-2024,1395.01,-198.56,530.60,48.34,46.34,0.00,623831.55,14952.98,29964.79,15140.15,9050.16,5416.43
11-25-2024,982.90,365.29,97.43,40.67,31.61,0.00,626700.75,15360.84,30459.91,15183.81,9089.23,5409.46
11-26-2024,-3465.47,199.08,109.69,0.00,10.55,0.00,626835.06,15545.69,30478.99,15186.80,9101.65,5379.29
11-27-2024,-270.43,294.37,-328.08,264.47,0.00,0.00,624221.81,15853.46,30242.50,15454.31,9104.48,5506.83
11-29-2024,3711.93,191.10,21.94,117.00,0.00,0.00,631506.84,16072.95,30479.42,15580.49,9108.06,5488.61
12-02-2024,301.05,63.81,640.74,142.52,19.00,0.00,633422.01,16079.27,31056.61,15655.05,9132.67,5519.48
12-03-2024,996.01,-413.31,363.82,70.95,25.35,0.00,634714.40,15676.23,31329.96,15729.11,9158.93,5548.34
12-04-2024,-5767.48,87.49,285.82,101.38,63.38,0.00,632753.68,15783.82,31771.11,15821.12,9223.42,5504.80
12-05-2024,6956.79,-55.75,-176.75,10.13,46.49,0.00,638554.23,15729.65,31587.50,15831.25,9271.46,5516.57
12-06-2024,1485.88,79.64,77.31,73.46,0.00,0.00,641700.03,15832.98,31719.94,15920.40,9272.35,5577.50
12-09-2024,6354.18,0.00,132.77,10.14,10.57,0.00,644172.86,15832.36,31764.01,15933.69,9291.42,5923.88
12-10-2024,876.40,39.88,319.96,121.73,76.16,-20.39,643153.49,15864.28,32046.16,16058.58,9368.63,5695.04
12-11-2024,-421.85,422.52,418.76,40.58,12.69,0.00,647972.47,16294.97,32379.49,16102.34,9384.01,5661.46
12-12-2024,243.02,-191.42,153.87,81.18,23.28,0.00,644714.07,16079.32,32323.20,16193.09,9409.01,5684.62
12-13-2024,8127.42,-501.73,294.84,27.92,97.37,0.00,652900.18,15542.38,32465.70,16230.60,9510.11,5598.93
12-16-2024,3172.70,79.46,347.81,0.00,48.70,0.00,658643.37,15627.73,32858.80,16233.80,9563.92,5527.13
12-17-2024,-9039.70,79.49,-272.10,132.11,23.31,0.00,647112.93,15677.58,32568.73,16365.90,9583.46,5461.13
12-18-2024,-10243.99,-428.44,-533.02,111.78,-46.59,0.00,618156.23,15122.30,31638.14,16480.93,9532.03,5414.81
12-19-2024,-14137.23,-228.17,-956.13,40.66,-188.40,0.00,603497.46,14820.30,30464.95,16515.08,9330.56,5435.65
12-20-2024,22711.40,70.46,-160.00,0.00,4.23,0.00,630919.80,14930.70,30398.70,16521.58,9336.34,5462.29
12-23-2024,-3188.75,-235.50,107.00,0.00,0.00,0.00,632340.99,14683.97,30388.81,16440.31,9285.62,5494.71
12-24-2024,-2825.52,39.22,-266.48,0.00,,0.00,636461.85,14725.07,30176.03,16443.56,,5538.71
